FBgn0039596	CG10000	CG10000	FBtr0085315	2597	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0336727	3317	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0336728	2068	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0336729	1800	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0346796	1776	Drosophila melanogaster
FBgn0264272	CG43772	mwh	FBtr0331392	3554	Drosophila melanogaster
FBgn0264272	CG43772	mwh	FBtr0331393	4063	Drosophila melanogaster
FBgn0264272	CG43772	mwh	FBtr0336737	4066	Drosophila melanogaster
FBgn0264295	CG43773	CG43773	FBtr0331498	295	Drosophila melanogaster
FBgn0264296	CG43774	CG43774	FBtr0331499	438	Drosophila melanogaster
FBgn0264297	CG43775	CG43775	FBtr0331500	2959	Drosophila melanogaster
FBgn0264298	CG43776	CG43776	FBtr0331501	2959	Drosophila melanogaster
FBgn0264298	CG43776	CG43776	FBtr0343439	1961	Drosophila melanogaster
FBgn0264299	CG43777	CG43777	FBtr0331502	2959	Drosophila melanogaster
FBgn0264299	CG43777	CG43777	FBtr0343440	1961	Drosophila melanogaster
FBgn0264299	CG43777	CG43777	FBtr0343441	998	Drosophila melanogaster
FBgn0264308	CG43778	CG43778	FBtr0331503	6433	Drosophila melanogaster
FBgn0264308	CG43778	CG43778	FBtr0331504	2595	Drosophila melanogaster
FBgn0264308	CG43778	CG43778	FBtr0331505	6433	Drosophila melanogaster
FBgn0264301	CG43779	CG43779	FBtr0331506	836	Drosophila melanogaster
FBgn0264302	CG43780	CG43780	FBtr0331507	1430	Drosophila melanogaster
FBgn0264302	CG43780	CG43780	FBtr0331508	1415	Drosophila melanogaster
FBgn0264303	CG43781	CG43781	FBtr0331509	1430	Drosophila melanogaster
FBgn0264303	CG43781	CG43781	FBtr0331510	1415	Drosophila melanogaster
FBgn0264307	CG43782	orb2	FBtr0331511	2098	Drosophila melanogaster
FBgn0264307	CG43782	orb2	FBtr0331512	3116	Drosophila melanogaster
FBgn0264307	CG43782	orb2	FBtr0331513	4187	Drosophila melanogaster
FBgn0264307	CG43782	orb2	FBtr0331514	6425	Drosophila melanogaster
FBgn0264307	CG43782	orb2	FBtr0331515	8400	Drosophila melanogaster
FBgn0264305	CG43783	CG43783	FBtr0331516	4052	Drosophila melanogaster
FBgn0264305	CG43783	CG43783	FBtr0331517	4130	Drosophila melanogaster
FBgn0264305	CG43783	CG43783	FBtr0331518	4988	Drosophila melanogaster
FBgn0264305	CG43783	CG43783	FBtr0331519	4993	Drosophila melanogaster
FBgn0264305	CG43783	CG43783	FBtr0331520	3434	Drosophila melanogaster
FBgn0264309	CG43784	CG43784	FBtr0346026	641	Drosophila melanogaster
FBgn0264329	CG43788	CG43788	FBtr0331961	351	Drosophila melanogaster
FBgn0264330	CG43789	CG43789	FBtr0331962	238	Drosophila melanogaster
FBgn0000273	CG4379	Pka-C1	FBtr0079851	5114	Drosophila melanogaster
FBgn0000273	CG4379	Pka-C1	FBtr0079852	5312	Drosophila melanogaster
FBgn0000273	CG4379	Pka-C1	FBtr0335495	4480	Drosophila melanogaster
FBgn0264339	CG43795	CG43795	FBtr0331989	5891	Drosophila melanogaster
FBgn0264340	CG43796	CG43796	FBtr0332009	632	Drosophila melanogaster
FBgn0264341	CG43797	CG43797	FBtr0332007	789	Drosophila melanogaster
FBgn0264342	CG43798	CG43798	FBtr0332006	747	Drosophila melanogaster
FBgn0264343	CG43799	CG43799	FBtr0332003	854	Drosophila melanogaster
FBgn0003964	CG4380	usp	FBtr0070346	2515	Drosophila melanogaster
FBgn0003964	CG4380	usp	FBtr0333803	3038	Drosophila melanogaster
FBgn0264344	CG43800	CG43800	FBtr0332004	590	Drosophila melanogaster
FBgn0264344	CG43800	CG43800	FBtr0332005	505	Drosophila melanogaster
FBgn0010039	CG4381	GstD3	FBtr0082570	746	Drosophila melanogaster
FBgn0264361	CG43813	CG43813	FBtr0332235	545	Drosophila melanogaster
FBgn0264362	CG43814	CG43814	FBtr0332209	785	Drosophila melanogaster
FBgn0264363	CG43815	CG43815	FBtr0332222	414	Drosophila melanogaster
FBgn0264364	CG43816	CG43816	FBtr0332229	809	Drosophila melanogaster
FBgn0264364	CG43816	CG43816	FBtr0332230	1065	Drosophila melanogaster
FBgn0032132	CG4382	CG4382	FBtr0114535	1822	Drosophila melanogaster
FBgn0264377	CG43829	CG43829	FBtr0332268	444	Drosophila melanogaster
FBgn0264393	CG43841	CG43841	FBtr0332397	357	Drosophila melanogaster
FBgn0264395	CG43843	CG43843	FBtr0332419	1224	Drosophila melanogaster
FBgn0264426	CG43844	CG43844	FBtr0347288	572	Drosophila melanogaster
FBgn0264426	CG43844	CG43844	FBtr0347289	578	Drosophila melanogaster
FBgn0264426	CG43844	CG43844	FBtr0347290	633	Drosophila melanogaster
FBgn0264427	CG43845	CG43845	FBtr0452092	822	Drosophila melanogaster
FBgn0264427	CG43845	CG43845	FBtr0452093	770	Drosophila melanogaster
FBgn0003310	CG4385	S	FBtr0077993	5206	Drosophila melanogaster
FBgn0003310	CG4385	S	FBtr0077994	2267	Drosophila melanogaster
FBgn0264432	CG43850	CG43850	FBtr0332510	860	Drosophila melanogaster
FBgn0264432	CG43850	CG43850	FBtr0346422	858	Drosophila melanogaster
FBgn0264433	CG43851	CG43851	FBtr0332512	476	Drosophila melanogaster
FBgn0034661	CG4386	CG4386	FBtr0071743	1510	Drosophila melanogaster
FBgn0264442	CG43860	ab	FBtr0332557	4840	Drosophila melanogaster
FBgn0264442	CG43860	ab	FBtr0332558	5164	Drosophila melanogaster
FBgn0264442	CG43860	ab	FBtr0332560	4888	Drosophila melanogaster
FBgn0264442	CG43860	ab	FBtr0332561	4269	Drosophila melanogaster
FBgn0264442	CG43860	ab	FBtr0332562	4490	Drosophila melanogaster
FBgn0264443	CG43861	CG43861	FBtr0332564	2686	Drosophila melanogaster
FBgn0264443	CG43861	CG43861	FBtr0332565	2907	Drosophila melanogaster
FBgn0264443	CG43861	CG43861	FBtr0332566	2686	Drosophila melanogaster
FBgn0264443	CG43861	CG43861	FBtr0345432	3486	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332604	7402	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332605	6901	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332606	6684	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332609	7135	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332610	6390	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332611	6794	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0332612	6920	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0343358	7150	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0343359	7498	Drosophila melanogaster
FBgn0264449	CG43867	CG43867	FBtr0343360	7087	Drosophila melanogaster
FBgn0264472	CG43880	CG43880	FBtr0332786	556	Drosophila melanogaster
FBgn0264477	CG43885	CG43885	FBtr0332757	447	Drosophila melanogaster
FBgn0264478	CG43886	CG43886	FBtr0332759	347	Drosophila melanogaster
FBgn0028479	CG4389	Mtpalpha	FBtr0079857	2886	Drosophila melanogaster
FBgn0028479	CG4389	Mtpalpha	FBtr0079858	2725	Drosophila melanogaster
FBgn0264486	CG43894	CG43894	FBtr0332802	1210	Drosophila melanogaster
FBgn0264486	CG43894	CG43894	FBtr0332803	902	Drosophila melanogaster
FBgn0264486	CG43894	CG43894	FBtr0332804	722	Drosophila melanogaster
FBgn0264486	CG43894	CG43894	FBtr0332805	845	Drosophila melanogaster
FBgn0264487	CG43895	CG43895	FBtr0332814	604	Drosophila melanogaster
FBgn0264488	CG43896	CG43896	FBtr0332816	4207	Drosophila melanogaster
FBgn0264488	CG43896	CG43896	FBtr0332817	6474	Drosophila melanogaster
FBgn0264488	CG43896	CG43896	FBtr0345688	6617	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332819	3240	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332820	2515	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332821	3497	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332822	2799	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332823	2956	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332824	3056	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332825	2802	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332826	2548	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332827	3076	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332828	3074	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332829	3107	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332830	5929	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332831	5587	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332832	3546	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332833	2913	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332834	2827	Drosophila melanogaster
FBgn0264489	CG43897	CG43897	FBtr0332835	3268	Drosophila melanogaster
FBgn0038771	CG4390	CG4390	FBtr0083836	1141	Drosophila melanogaster
FBgn0038771	CG4390	CG4390	FBtr0083837	1006	Drosophila melanogaster
FBgn0264502	CG43901	CG43901	FBtr0332932	10303	Drosophila melanogaster
FBgn0264502	CG43901	CG43901	FBtr0332933	7969	Drosophila melanogaster
FBgn0264502	CG43901	CG43901	FBtr0344828	7966	Drosophila melanogaster
FBgn0264503	CG43902	CG43902	FBtr0332934	6457	Drosophila melanogaster
FBgn0264516	CG43915	CG43915	FBtr0333135	886	Drosophila melanogaster
FBgn0264540	CG43919	CG43919	FBtr0333167	474	Drosophila melanogaster
FBgn0264541	CG43920	CG43920	FBtr0344699	409	Drosophila melanogaster
FBgn0264541	CG43920	CG43920	FBtr0344700	266	Drosophila melanogaster
FBgn0264542	CG43921	hwt	FBtr0333154	9201	Drosophila melanogaster
FBgn0264542	CG43921	hwt	FBtr0333155	6878	Drosophila melanogaster
FBgn0264542	CG43921	hwt	FBtr0333156	6986	Drosophila melanogaster
FBgn0264542	CG43921	hwt	FBtr0346131	6221	Drosophila melanogaster
FBgn0264543	CG43922	CG43922	FBtr0333243	375	Drosophila melanogaster
FBgn0264544	CG43923	CG43923	FBtr0333240	521	Drosophila melanogaster
FBgn0264545	CG43924	CG43924	FBtr0333239	521	Drosophila melanogaster
FBgn0264546	CG43925	CG43925	FBtr0333234	314	Drosophila melanogaster
FBgn0039075	CG4393	CG4393	FBtr0301085	4648	Drosophila melanogaster
FBgn0039075	CG4393	CG4393	FBtr0339616	4515	Drosophila melanogaster
FBgn0039075	CG4393	CG4393	FBtr0339617	5931	Drosophila melanogaster
FBgn0264552	CG43931	CG43931	FBtr0333280	945	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333337	9386	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333338	8417	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333339	9374	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333340	8596	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333341	8403	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333342	8406	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333343	8338	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333344	10003	Drosophila melanogaster
FBgn0264562	CG43934	Hr4	FBtr0333345	12551	Drosophila melanogaster
FBgn0264563	CG43935	CG43935	FBtr0333426	372	Drosophila melanogaster
FBgn0264566	CG43938	CG43938	FBtr0333448	1486	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0074273	2356	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0074274	1829	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0074275	2285	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0308606	1877	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0308607	2275	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0334036	2227	Drosophila melanogaster
FBgn0030748	CG4394	Traf-like	FBtr0334037	1878	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333493	5029	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333494	2593	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333495	4814	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333496	2039	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333497	2167	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333498	2268	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333499	2188	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333500	2649	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333501	7545	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333502	4814	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333503	3380	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333504	2886	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333505	3620	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333506	1695	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333507	2913	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333508	3014	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0333509	5560	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0345689	7646	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0345690	7304	Drosophila melanogaster
FBgn0264574	CG43946	Glut1	FBtr0347552	5074	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333526	6966	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333527	2838	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333528	6858	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333529	9439	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333530	9913	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333531	9605	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333532	9240	Drosophila melanogaster
FBgn0264598	CG43947	PsGEF	FBtr0333533	6425	Drosophila melanogaster
FBgn0030437	CG4395	hec	FBtr0073753	2618	Drosophila melanogaster
FBgn0030437	CG4395	hec	FBtr0343652	1940	Drosophila melanogaster
FBgn0264605	CG43954	CG43954	FBtr0333628	4413	Drosophila melanogaster
FBgn0264606	CG43955	Fife	FBtr0333629	7459	Drosophila melanogaster
FBgn0264606	CG43955	Fife	FBtr0333630	5131	Drosophila melanogaster
FBgn0264606	CG43955	Fife	FBtr0333631	5125	Drosophila melanogaster
FBgn0264606	CG43955	Fife	FBtr0333632	6995	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0073712	3937	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0113493	7321	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0306738	8154	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0306739	8626	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0308694	4682	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0333319	7113	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0333320	7579	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0343650	7653	Drosophila melanogaster
FBgn0086675	CG4396	fne	FBtr0343651	7104	Drosophila melanogaster
FBgn0264696	CG43965	CG43965	FBtr0333890	193	Drosophila melanogaster
FBgn0264699	CG43968	CG43968	FBtr0333915	3103	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333952	4541	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333953	3168	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333954	3153	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333955	3086	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333956	3564	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333957	3258	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333958	3501	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333959	3082	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333960	3157	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333961	11114	Drosophila melanogaster
FBgn0264707	CG43976	RhoGEF3	FBtr0333962	12307	Drosophila melanogaster
FBgn0034126	CG4398	jtb	FBtr0087157	822	Drosophila melanogaster
FBgn0264711	CG43980	CG43980	FBtr0333973	4986	Drosophila melanogaster
FBgn0264711	CG43980	CG43980	FBtr0333974	5089	Drosophila melanogaster
FBgn0264714	CG43982	CG43982	FBtr0334046	701	Drosophila melanogaster
FBgn0261954	CG4399	east	FBtr0070326	7368	Drosophila melanogaster
FBgn0261954	CG4399	east	FBtr0303046	7521	Drosophila melanogaster
FBgn0261954	CG4399	east	FBtr0303047	7579	Drosophila melanogaster
FBgn0261954	CG4399	east	FBtr0307289	7498	Drosophila melanogaster
FBgn0261954	CG4399	east	FBtr0307290	9407	Drosophila melanogaster
FBgn0261954	CG4399	east	FBtr0343522	7954	Drosophila melanogaster
FBgn0264725	CG43993	CG43993	FBtr0334108	390	Drosophila melanogaster
FBgn0264738	CG43996	CG43996	FBtr0334115	1067	Drosophila melanogaster
FBgn0264739	CG43997	CG43997	FBtr0334116	544	Drosophila melanogaster
FBgn0264740	CG43998	CG43998	FBtr0339667	1098	Drosophila melanogaster
FBgn0264740	CG43998	CG43998	FBtr0339668	1155	Drosophila melanogaster
FBgn0264740	CG43998	CG43998	FBtr0346524	597	Drosophila melanogaster
FBgn0264741	CG43999	CG43999	FBtr0339665	1159	Drosophila melanogaster
FBgn0264741	CG43999	CG43999	FBtr0339666	1098	Drosophila melanogaster
FBgn0030434	CG4400	Brms1	FBtr0073693	1323	Drosophila melanogaster
FBgn0264742	CG44000	CG44000	FBtr0334119	2308	Drosophila melanogaster
FBgn0264742	CG44000	CG44000	FBtr0334120	2281	Drosophila melanogaster
FBgn0264742	CG44000	CG44000	FBtr0334121	2691	Drosophila melanogaster
FBgn0264742	CG44000	CG44000	FBtr0334122	2431	Drosophila melanogaster
FBgn0264742	CG44000	CG44000	FBtr0334123	2415	Drosophila melanogaster
FBgn0264743	CG44001	CG44001	FBtr0334124	2691	Drosophila melanogaster
FBgn0264743	CG44001	CG44001	FBtr0334125	2308	Drosophila melanogaster
FBgn0264743	CG44001	CG44001	FBtr0334126	2281	Drosophila melanogaster
FBgn0264743	CG44001	CG44001	FBtr0334127	2415	Drosophila melanogaster
FBgn0264743	CG44001	CG44001	FBtr0334128	2431	Drosophila melanogaster
FBgn0264744	CG44002	CG44002	FBtr0334134	1273	Drosophila melanogaster
FBgn0264746	CG44004	CG44004	FBtr0344997	1302	Drosophila melanogaster
FBgn0264746	CG44004	CG44004	FBtr0344998	1204	Drosophila melanogaster
FBgn0264747	CG44005	CG44005	FBtr0334130	1247	Drosophila melanogaster
FBgn0264747	CG44005	CG44005	FBtr0334131	1406	Drosophila melanogaster
FBgn0264748	CG44006	CG44006	FBtr0334132	1240	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334135	4703	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334136	3862	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334137	4561	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334138	5563	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334139	4203	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334140	5704	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334141	5321	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0334142	5071	Drosophila melanogaster
FBgn0264815	CG44007	Pde1c	FBtr0344148	4894	Drosophila melanogaster
FBgn0264750	CG44008	CG44008	FBtr0334143	725	Drosophila melanogaster
FBgn0264750	CG44008	CG44008	FBtr0344447	850	Drosophila melanogaster
FBgn0264751	CG44009	Vti1b	FBtr0334144	571	Drosophila melanogaster
FBgn0264751	CG44009	Vti1b	FBtr0334145	977	Drosophila melanogaster
FBgn0264816	CG44010	koko	FBtr0334146	1279	Drosophila melanogaster
FBgn0264816	CG44010	koko	FBtr0334147	1247	Drosophila melanogaster
FBgn0264816	CG44010	koko	FBtr0334148	1177	Drosophila melanogaster
FBgn0264816	CG44010	koko	FBtr0334149	1122	Drosophila melanogaster
FBgn0264753	CG44011	Rgk1	FBtr0334282	1946	Drosophila melanogaster
FBgn0264753	CG44011	Rgk1	FBtr0334283	5443	Drosophila melanogaster
FBgn0264753	CG44011	Rgk1	FBtr0334284	3239	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334285	7376	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334286	8811	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334287	5606	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334288	3037	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334289	2713	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334290	8309	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334291	7481	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334292	14849	Drosophila melanogaster
FBgn0266756	CG44012	btsz	FBtr0334293	8282	Drosophila melanogaster
FBgn0264775	CG44013	CG44013	FBtr0334150	940	Drosophila melanogaster
FBgn0264775	CG44013	CG44013	FBtr0334151	752	Drosophila melanogaster
FBgn0264776	CG44014	CG44014	FBtr0334152	846	Drosophila melanogaster
FBgn0264785	CG44015	Hph	FBtr0334274	1607	Drosophila melanogaster
FBgn0264785	CG44015	Hph	FBtr0334275	2337	Drosophila melanogaster
FBgn0264785	CG44015	Hph	FBtr0334276	2496	Drosophila melanogaster
FBgn0264785	CG44015	Hph	FBtr0344333	3171	Drosophila melanogaster
FBgn0034660	CG4402	lox2	FBtr0071745	1729	Drosophila melanogaster
FBgn0264817	CG44025	pre-lola-G	FBtr0334469	""	Drosophila melanogaster
FBgn0264817	CG44025	pre-lola-G	FBtr0343133	""	Drosophila melanogaster
FBgn0264817	CG44025	pre-lola-G	FBtr0347596	2967	Drosophila melanogaster
FBgn0264817	CG44025	pre-lola-G	FBtr0347597	3359	Drosophila melanogaster
FBgn0264829	CG44037	CG44037	FBtr0334691	985	Drosophila melanogaster
FBgn0264830	CG44038	CG44038	FBtr0334692	262	Drosophila melanogaster
FBgn0030432	CG4404	CG4404	FBtr0073694	1696	Drosophila melanogaster
FBgn0264832	CG44040	CG44040	FBtr0334694	314	Drosophila melanogaster
FBgn0264836	CG44044	CG44044	FBtr0334698	352	Drosophila melanogaster
FBgn0032129	CG4405	jp	FBtr0079860	5802	Drosophila melanogaster
FBgn0032129	CG4405	jp	FBtr0079861	5381	Drosophila melanogaster
FBgn0032129	CG4405	jp	FBtr0113030	2148	Drosophila melanogaster
FBgn0032129	CG4405	jp	FBtr0304056	4284	Drosophila melanogaster
FBgn0032129	CG4405	jp	FBtr0304057	4976	Drosophila melanogaster
FBgn0023545	CG4406	PIG-K	FBtr0070347	1203	Drosophila melanogaster
FBgn0030431	CG4407	CG4407	FBtr0073695	1338	Drosophila melanogaster
FBgn0030431	CG4407	CG4407	FBtr0073696	1235	Drosophila melanogaster
FBgn0039073	CG4408	CG4408	FBtr0084431	1686	Drosophila melanogaster
FBgn0039073	CG4408	CG4408	FBtr0339619	1680	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334851	3868	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334852	3768	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334853	3282	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334854	4043	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334855	3840	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334856	3494	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334857	3661	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334858	3864	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334859	3856	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334860	3418	Drosophila melanogaster
FBgn0264894	CG44085	CG44085	FBtr0334861	3940	Drosophila melanogaster
